TrägerNr;TrägerName;OT-Nr;EDV-Nr;Einrichtung;Strasse;Telefon;OktPlätze0<3;OktPlätze3<6;OktPlätze>6;Trägerart;BesonderesProfil
98;Elefantenhaus e. V.;327;427;Elefantenhaus;Uhlandstr. 5;3498767;8;13;0;Elternverein;
98;Kindergarten Murmel e. V.;351;428;Murmelstiftchen;Daniel-Jacobs-Allee 1;254694;8;0;0;Elternverein;
98;Kinderhaus Dölvesstraße e. V.;382;430;Kinderhaus Dölvesstraße;Dölvesstr. 8;492588;16;31;0;Elternverein;
98;Betreuungsinitiative am Alten Postweg e. V.;382;431;Betreuungsinitiative am Alten Postweg;Alter Postweg 302;4988708;0;0;20;Elternverein;
98;Elterninitiative Momo e. V.;312;432;Kindergarten Momo;Feldstr. 103;74896;8;13;0;Elternverein;
98;Interkulturelle Schule e. V.;327;433;Deutsch-Französischer-Kindergarten;Lothringer Str. 14 a;237898;18;60;0;Elternverein;bilingualer Kindergarten
98;Elterninitiative Kindergruppe Quakbüdel e. V.;213;434;Kindergruppe Quakbüdel;Osterstr. 44;5979190;8;0;0;Elternverein;
98;Uni-Kindertagesheim e. V.;342;435;Uni-Kita;Bibliothekstr. 20;212310;32;0;0;Elternverein;Kindergarten für StudentInnen der Universität
98;Neustädter Spatzen e. V.;212;436;Kindergarten Neustädter Spatzen;Hohentorsheerstr. 112;594262;0;13;0;Elternverein;
98;Kleine Trolle e. V.;322;437;Kindergarten Kleine Trolle;Georg-Gröning-Str. 64;326239;0;16;0;Elternverein;
98;Kinderhaus Malerstr. e. V.;382;438;Kinderhaus Malerstraße;Malerstr. 8;4989499;0;16;0;Elternverein;
98;Laubfrosch e. V.;323;439;Kleinkindergruppe Laubfrosch;Hollerallee 47;343316;8;0;0;Elternverein;
98;Kindergruppe Abraxas e. V.;324;440;Kindergruppe Abraxas;Busestraße 69;2449451;10;0;0;Elternverein;
98;Punch & Judy e. V. Englisch/Deutsche Kindergruppe;323;442;"Kindergarten ""Punch and Judy""";Hermann-Böse-Str. 35;3477825;0;18;0;Elternverein;bilingualer Kindergarten
98;Schmetterlinge e. V.;213;443;Kindergruppe Schmetterlinge;Aßmannshauser Str. 39;5979936;8;0;0;Elternverein;
98;Elefanten Kinderkreis Oberneuland e. V.;361;444;Elefanten-Kinderkreis Oberneuland;Oberneulander Landstr. 32;259000;0;95;0;Elternverein;
98;Kindergarten Murmel e. V.;351;445;Kindergarten Murmel;Am Borgfelder Saatland 1-3;254694;8;72;25;Elternverein;
98;Verein Riesenzwerge e. V.;312;446;Kindergruppen Riesenzwerge;Herderstr. 28;702946;17;14;0;Elternverein;
98;Zwölf Uhr Club e. V.;326;447;Zwölf Uhr Club;c/o Schule an der Carl-Schurz-Str. 25;0174/4593609;0;0;20;Elternverein;
98;Kinderhort Lehrer Lämpel;372;448;Kinderhort Lehrer Lämpel;Osterholzer Heerstr. 160;2488630;0;0;20;Elternverein;
98;Kindergarten Murmel e. V.;341;449;Kindergarten Murmel - Außenstelle -;Horner Heerstr. 19;249228;24;30;0;Elternverein;
98;Wurzelkinder e. V.;112;450;Krabbelgruppe Wurzelkinder;Außer der Schleifmühle 6-8;321062;8;0;0;Elternverein;
98;Zauberlehrlinge e. V.;211;452;Kindergruppe Zauberlehrlinge;Osterstraße 17;1614617;8;0;0;Elternverein;
98;Zundertüte e. V.;311;453;Kindergruppe Zundertüte;Fehrfeld 7;78505;8;0;0;Elternverein;
98;Kleine Panik e. V.;421;454;Kindergruppe Kleine Panik;Augsburger Str. 110;37 60 424;8;0;0;Elternverein;
98;Kinder-Leben e. V.;443;455;"Kindergarten ""Kinder Leben""";Scharmbecker Str. 21 - 23;6167020;24;20;0;Elternverein;
98;Kieselknirpse e. V.;421;458;Kindergarten Kieselknirpse;Corveystr. 17;4798900;0;13;0;Elternverein;
98;Kükenstall e. V.;525;459;Kükenstall;Fährer Flur 29;656111;8;14;0;Elternverein;
98;Kindergruppe Knaddel-Daddel e. V.;313;460;Kindergruppe Knaddel-Daddel;Osterdeich 80;705898;9;0;0;Elternverein;
98;Kinderladen Stadtteil-Strolche e. V.;311;461;Kinderladen Stadtteilstrolche;Friesenstr. 90;700800;9;0;0;Elternverein;
98;Kindergruppe Trotz alledem e. V.;113;462;Kindergruppe Trotz Alledem;Kreuzstr. 83;75011;8;0;0;Elternverein;
98;Kleine Tiger e. V.;251;463;Kindergruppe Kleine Tiger;Woltmershauser Str. 162;547420;8;0;0;Elternverein;
98;Ich bin ich e. V.;311;464;Kindergarten Ich bin ich;Lübecker Straße 37;9582290;0;13;0;Elternverein;
98;Kakadu e. V.;324;465;Kindergarten Kakadu;Fritz-Gansberg-Straße 20;216627;8;15;0;Elternverein;
98;Schmuddelkinder e. V.;113;466;Schmuddelkinder;Sielwall 17;703042;0;17;0;Elternverein;
98;Montessori Kinderhaus Oberneuland e.V.;361;467;Montessori Kinderhaus Oberneuland;Rockwinkeler Heerstr. 149;2574229;0;20;0;Elternverein;
98;Schnullerbacke e. V.;342;468;Kindergruppe Schnullerbacke;Vorstraße 52;0151-18790730;8;0;0;Elternverein;
98;Kindergruppe Trotzköpfe e. V.;216;469;Kindergarten Trotzköpfe;Kornstr. 131;5578970;0;12;0;Elternverein;
98;Las Mariquitas e. V.;313;470;Las Mariquitas;Osterdeich 71;0174-2983533;8;0;0;Elternverein;bilingualer Kindergarten
98;Fidibus e. V.;423;471;Kindergarten Fidibus;Meraner Str. 3;353754;0;16;0;Elternverein;
98;Kefi e. V.;514;472;Kindergarten Kefi;Rotdornallee 64 (Haus 88/89);628832;18;18;0;Elternverein;
98;Verband binationaler Familien & Partnerschaften;218;473;iaf-Kinderhaus;Valckenburghstr. 1a;875541;9;0;0;Elternverein;
98;Vegesacker Rasselbande e. V.;525;474;Vegesacker Rasselbande;An der Lobbendorfer Mühle 4;653363;16;15;0;Elternverein;
98;Kindergruppe Sonnenstrahl e. V.;422;475;Kindergarten Sonnenstrahl;Herbststr. 102 - 104;372198;0;18;0;Elternverein;
98;Die Wilde 13 e. V.;312;476;Kindergruppe Die wilde 13;Am Dobben 102;73211;8;0;0;Elternverein;
98;Schneeweißchen und Rosenrot e.V.;323;477;Schneeweißchen und Rosenrot;Slevogtstr. 25;1650444;0;15;0;Elternverein;
98;Mullewapp e. V.;312;478;Kindergruppe Mullewapp;Roonstr. 47;705245;8;0;0;Elternverein;
98;He Du da e. V.;243;479;"Kindergarten ""He, Du da""";Obervielander Str. 39;571717;0;20;0;Elternverein;
98;Bullerbü e. V.;213;480;Kindergruppe Bullerbü;Mainstraße 64-66;503065;8;0;0;Elternverein;
98;Kinderladen Sterntaler e. V.;312;481;Kindergruppe Sterntaler;Bismarckstr. 106;0174-3603168;8;0;0;Elternverein;
98;Stadtwichtel e. V.;321;482;StadtWichtel;Parkallee 223;216369;18;18;0;Elternverein;
98;Kiga Altmannstr. e. V.;322;483;Kindergarten Altmannstraße;Altmannstr. 36;3469360;0;31;0;Elternverein;
98;Kinderhaus Kodakistan e. V.;216;484;Kinderhaus Kodakistan;Beginenhof 4;551614 / 530285;8;30;0;Elternverein;
98;Stadtwichtel e. V.;321;485;Stadtwichtel (Waldkindergarten);Parkallee 223;216369;0;18;0;Elternverein;
98;Socke e. V.;213;487;Kindergruppe Socke;Erlenstr. 76;5289459;8;0;0;Elternverein;Kindergarten für StudentInnen der Hochschule Bremen
98;Kinderladen Bullerkiste e. V.;113;488;Kindergruppe Bullerkiste;Albrechtstr. 17;703757;10;0;0;Elternverein;
98;Milchzahn e. V.;213;489;Kindergruppe Milchzahn;Lahnstr. 37;594273;8;0;0;Elternverein;
98;Kindergruppe Hagenunu e. V.;324;490;Kindergruppe Hagenunu;c/o Landhaus Horn, Schwachhauser Heerstr. 264;442768;9;0;0;Elternverein;
98;Die Stöpsel e. V.;323;491;Die Stöpsel;Am Barkhof 1;344104;8;0;0;Elternverein;
98;Kindergruppe Sternchen e. V.;322;492;"Kindergarten ""Sternchen""";Marcusallee 31;341217;0;15;0;Elternverein;
98;Kindergruppe Findorffer Zwerge e. V.;423;493;Findorffer Zwerge;Neukirchstr. 26;358689;0;13;0;Elternverein;
98;Die Fische e. V.;323;494;"Kindergruppe ""Die Fische""";Franz-Liszt-Str. 11;3469465;9;0;0;Elternverein;
98;Rackzack Elterninitiative Neustadt e. V.;213;495;"Kindergruppe ""Rackzack""";Erlenstr. 62;501388;9;0;0;Elternverein;
98;Die Piepmatzen e. V.;218;496;Die Piepmatzen;Kirchweg 122;9608070;17;0;0;Elternverein;
98;Christliche Elterninitiative e. V.;421;497;Kindergarten Regenbogen (CEI);Hemmstraße 152-156;371346;8;36;0;Elternverein;
98;Balu e. V.;531;498;Kindergruppe Balu;Kaffeestraße 12;6900399;8;10;0;Elternverein;
98;Villa Kunterbunt e. V.;211;499;Kindergruppe Villa Kunterbunt;Am Neuen Markt 10-11;505533;8;0;0;Elternverein;
98;Kindergruppe Bärenstark;325;503;Kindergruppe Bärenstark;Buchenstr. 9;214655;12;0;0;Elternverein;
98;Christliche Eltern-Kind-Intiative Sonnenschein e. V.;211;952;Kinderinsel Sonnenschein;Große Johannisstr. 137-139;5979747;0;36;0;Elternverein;
98;Kindergruppe Kleine Vampire e. V.;242;953;Kleine Vampire;Kirchhuchtinger Landstr. 210;571811;8;0;0;Elternverein;
98;Krümelkiste e. V.;514;954;Kindergarten Zwergenland;Am Heidbergstift 4;6368421;18;20;0;Elternverein;
98;Die Kurzen e. V.;113;955;Die Kurzen;Kohlhökerstr. 13;323644;8;0;0;Elternverein;
98;Goethchen e.V.;311;956;Kindergruppe Goethchen;Goethestr. 25;71863;8;0;0;Elternverein;
98;Montessori Kinderhaus im Viertel e. V.;311;957;Montessori-Kinderhaus im Viertel;Auf der Kuhlen 1c;3399182;8;28;0;Elternverein;Montessori-Pädagogik
98;Elternverein Stolberger Str.;313;958;Kindergruppe Stolberger Straße;Stolberger Str. 5;4986258;8;0;0;Elternverein;
98;Elternverein Haus Huckebein;381;959;Kindergarten Haus Huckebein;Witwe-Bolte-Weg 12;4799111;0;14;0;Elternverein;
98;Montessori-Hort a. d. Bgm.-Smidt-Schule;112;960;Montessori-Hort an der Bgm.-Smidt-Schule;Contrescarpe 26;361-59549;0;0;20;Elternverein;
98;Kleine Welt e. V.;423;962;Kindergarten Kleine Welt;Göttinger Str. 40;3760240;0;20;0;Elternverein;
98;bambinicentral e. V.;211;963;Kleinkindgruppe bambinicentral;Grünenstr. 22;9886633;9;0;0;Elternverein;
98;The Toddlers e. V.;323;965;The Toddlers;Hermann-Böse-Str. 35;0172-4136492;8;0;0;Elternverein;
98;Farmkindergarten Obervieland e. V.;231;966;Farmkindergarten Obervieland;Ohserstr. 40a;2065006;0;17;0;Elternverein;
98;Hort und Spiel e. V.;113;987;Offene Hortarbeit Hort und Spiel;Vasmerstr. 24;75394;0;0;20;Elternverein;
99;SoFa e.V.;431;185;Lückeprojekt im JFH Haferkamp;Ellmersstr. 22;361-8019;0;0;16;gemeinnütziger Verein;
99;Jüdische Gemeinde im Lande Bremen;327;242;"Kindergarten ""Martha Goldberg""";Schwachhauser Heerstr. 117;4984764;0;31;17;kirchlicher Träger;
99;Haus der Naturfreunde;435;263;Kindergarten Spielhaus Ratzeburger Straße;Ratzeburger Straße 1;384766;5;10;10;gemeinnütziger Verein;
99;Kindertagesstätte Hünefeldstraße e.V.;217;283;Kita Hünefeldstraße;Hünefeldstraße 1-5;530581;0;50;0;gemeinnütziger Verein;Kindergarten für MitarbeiterInnen mehrerer Firmen
99;Mütterzentrum Huchting;242;289;Die Stiftchen;Tegeler Plate 23;5796233;8;0;0;gemeinnütziger Verein;
99;Mütterzentrum Vahr e.V.;335;319;Kleinkindgruppe im Mütterzentrum Vahr (Vahrinis);Kurt-Schumacher-Allee 65;4673859;8;0;0;gemeinnütziger Verein;
99;Mütterzentrum Osterholz - Tenever;373;320;Kinderkrippe Neuwieder Str.;Neuwiederstr. 9;4098894;8;0;0;gemeinnütziger Verein;
99;Kindergarten an der kath. Kirche St. Ursula e.V.;324;259;Kindergarten an der Katholischen Kirche St. Ursula;Schwachhauser Heerstr. 166;2442384;0;20;0;gemeinnütziger Verein;
99;Mütterzentrum Huchting e. V.;242;360;SozPädSPK Mütterzentrum Huchting;Amersfoorter Str. 8;589200;30;0;0;gemeinnütziger Verein;
99;Gemeinschaftszentrum Studio Grambke e. V.;511;362;SozPädSPK Studiohaus;Alwin-Lonke-Str.75;641515;12;0;0;gemeinnütziger Verein;
99;Lebenshilfe Bremen e. V.;435;365;SozPädSPK;Auguststraße  40/42;3989345;32;0;0;gemeinnütziger Verein;
99;Freundeskreis Haus der Familie e. V.;311;366;SozPädSPK VIF (Vifikus);Prangenstr. 21;700070;16;0;0;gemeinnütziger Verein;
99;Lebenshilfe Bremen e. V.;435;367;SozPädSPK Auguststraße;Gröpelinger Heerstr. 207;6161984;30;0;0;gemeinnütziger Verein;
99;Bürgerhaus Obervieland;233;369;SozPädSPK GZO;Alfred-Faust-Str. 4;824030;20;0;0;gemeinnütziger Verein;
99;Haus der Familie Lüssum;533;371;SozPädSPK im Spielhaus Familienzentrum Bockhorn;Pürschweg 9;608111/601488;10;0;0;gemeinnütziger Verein;
99;Verein Haus der Zukunft e. V.;533;372;SozPädSPK des Vereins Haus der Zukunft (Küken);Lüssumer Heide 8;600098;16;0;0;gemeinnütziger Verein;
99;Bürgerzentrum Neue Vahr e. V.;335;376;SozPädSPK des Bürgerzentrum Neue Vahr;Berliner Freiheit 10;4673588;16;0;0;gemeinnütziger Verein;
99;Freundeskreis Haus der Familie e. V.;373;378;SozPädSPK in der Pirmasenser Straße;Pirmasenser Str. 24/26;426663;8;0;0;gemeinnütziger Verein;
99;Stadtteilschule Bremen-Nord e. V.;523;386;"SozPädSPK ""Schönebecker Schulzwerge""";Herbartstr. 25;6589179;16;0;0;gemeinnütziger Verein;
99;Nachbarschaft Neuenkirchener Weg e. V.;533;388;SozPädSPK im Spielhaus Lüssumer Heide;Lüssumer Heide 50;605564;8;0;0;gemeinnütziger Verein;
99;Mütterzentrum Osterholz-Tenever e. V.;373;390;SozPädSPK im Mütterzentrum Osterholz-Tenever;Neuwieder Str. 17;4098894;8;0;0;gemeinnütziger Verein;
99;Freundeskreis Haus der Familie e. V.;233;394;"SozPäd SPK des Hauses der Familie Obervieland ""Tigerenten""";Eichelkämpe 7-11;361-3355;9;0;0;gemeinnütziger Verein;
99;Freundeskreis Haus der Familie e. V.;241;396;Sozpäd. SPK Teddybär;Robinsbalje 14;3619914;8;0;0;gemeinnütziger Verein;
99;Frauen in Findorff e. V.;422;441;"Kindergarten ""Frauen in Findorff"" (Lohmannstr.)";Lohmannstr. 96;3761183;8;15;0;gemeinnütziger Verein;
99;Frauen in Findorff e. V.;422;451;"Kindergarten ""Frauen in Findorff""";Herbststr. 92;3761183;8;12;0;gemeinnütziger Verein;
99;Freundeskreis Haus der Familie e. V.;373;456;"Kindergarten ""Wilde 13""";Neuwieder Str. 23;4099727;0;13;0;gemeinnütziger Verein;
99;Mütterzentrum Huchting;242;936;"Kindergarten ""Grashüpfer""";Amersfoorter Str. 8;589200;0;15;0;gemeinnütziger Verein;
99;Frauen in Findorff e. V.;422;964;Huskies-Hort (fif e.V.);Herbststr. 99;3795483;0;0;20;gemeinnütziger Verein;
99;Stadtteilschule Bremen-Nord e. V.;514;969;Offene Hortarbeit an der Grundschule Am Mönchshof;Hindenburgstr. 33 a;361-79384;0;0;21;gemeinnütziger Verein;
99;Kinder- und Jugendhilfe Bremen e. V.(AfJ);442;971;Offene Hortarbeit Schule Fischerhuder Straße;Fischerhuder Str. 20;3379488;0;0;15;gemeinnütziger Verein;
99;Bürgerhaus Oslebshausen e. V.;445;972;Spielhaus Bexhöveder Straße Projekt Offene Hortarbeit;Am Nonnenberg 40;645122;0;0;18;gemeinnütziger Verein;
99;Sozialwerk der Freien Christengemeinde Bremen e. V.;211;973;Kinder - und Jugendzentrum Arche;Große Johannisstr. 137;545480;0;0;20;gemeinnütziger Verein;
99;Sportgarten e. V.;313;975;Projekt offene Hortarbeit im Bürgerhaus Weserterrassen;Osterdeich 70 B;0421-75808;0;0;20;gemeinnütziger Verein;
99;Stadtteilfarm Huchting e. V.;242;976;Stadtteilfarm Huchting;Am Sodenmatt 15;588421;0;0;20;gemeinnütziger Verein;
99;Stadtteilschule Bremen-Nord e. V.;532;978;Offene Hortarbeit an der Grundschule Rönnebeck;Helgenstr. 10;6207016;0;0;20;gemeinnütziger Verein;
99;Freundeskreis Haus der Familie e. V.;313;979;Spielhaus;Bei den Drei Pfählen 37a;13816/13831;0;0;15;gemeinnütziger Verein;
99;Stadtteilschule Bremen-Nord e. V.;521;982;Offene Hortarbeit an der Grundschule Alt Aumund;Am Ritterkamp 10;361-14626;0;0;20;gemeinnütziger Verein;
99;Mütterzentrum Huchting e. V.;242;983;Hortarbeit im Mütterzentrum Huchting;Amersfoorter Str. 8;589200;0;0;25;gemeinnütziger Verein;
99;Frauen in Findorff e. V.;421;984;Offene Hortarbeit (fif e.V.);Regensburger Str. 63;1619404;0;0;20;gemeinnütziger Verein;
99;Stadtteilschule Bremen-Nord e. V.;521;985;Offene Hortarbeit im Horthaus Alt-Aumund;An der Aumunder Kirche 6;6207016;0;0;15;gemeinnütziger Verein;
99;Stadtteilschule Bremen-Nord e. V.;524;986;Offene Hortarbeit an der Grundschule Hammersbeck;Fährer Str. 2-4;650079;0;0;20;gemeinnütziger Verein;
99;Stadtteilschule Bremen-Nord e. V.;523;998;Offene Hortarbeit an der Grundschule Schönebeck;Herbartstr. 25;6589179;0;0;40;gemeinnütziger Verein;
99;Senator für Bildung;341;1009;Kindergarten der Schule Marcusallee;Marcusallee 31;361-14376/75/74;0;16;0;öffentlicher Träger;Kindergarten für hörbehinderte Kinder
98;Villa Kinderstern e.V.;322;486;Villa Kinderstern e.V.;Wachmannstraße 2;;8;0;0;Elternverein;
98;Glückskinder e.V.;433;400;Glückskinder e.V.;Karl-Peters-Straße 80;0179-1472701;8;0;0;Elternverein;
99;Freundeskreis Haus der Familie e.V.;332;335;Soz.päd. Spielkreis Sonnenblumenkinder;August-Bebel-Allee 283;4915092;6;0;0;gemeinnütziger Verein;
1;KiTa Bremen;233;338;Soz.päd. Spielkreis der Kita Stichnathstr.;Max-Jahn-Weg 13 a;;10;0;0;öffentlicher Träger;
99;Freundeskreis Haus der Familie e. V.;383;339;Soz.päd.Spielkreis im Haus d. Familie Hemelingen (Wühlmäuse III);Hinter den Ellern 1 a;4915092;8;0;0;gemeinnütziger Verein;
18;Petri Minis gGmbH;383;341;Soz.Päd. Spielkreis im Bürgerhaus Hemelingen;Godehardstr. 4;42795-0/16;8;0;0;freier Träger der Wohlfahrtspflege;
98;Christliche Eltern-Kind-Initiative Kinderinsel Sonnenschein e. V.;233;342;Soz.Päd. Spielkreis bei den Kirchenmäusen;Am Mohrenshof 1;5979747;16;0;0;Elternverein;
18;Petri Minis gGmbH;442;351;Kindergarten Sonnenschein;Halmer Weg 49 a;69664990;8;0;0;freier Träger der Wohlfahrtspflege;
18;Petri Minis gGmbH;442;352;Soz.päd.Spielkreis Sonnenschein;Halmer Weg 49 a;;8;0;0;freier Träger der Wohlfahrtspflege;
98;Elternverein Kindergarten Murmel;341;353;Soz.päd. Spielkreis Kindergarten Horner Murmel;Horner Heerstr. 19;;8;0;0;Elternverein;
2;St. Michaelis Gemeinde;112;395;Kita der Gde. St. Michaelis;Doventorsteinweg 51;;10;20;0;kirchlicher Träger;
98;Verein Riesenzwerge e. V.;113;416;Kleinkindgruppe Riesenzwerge;Hoppenbank 2-3;702946;8;0;0;Elternverein;
11;Stiftung St. Petri-Waisenhaus von 1692;373;504;Teeny-Gruppe auf dem Kinderbauernhof;Am Osterholzer Deich 14;9596122;0;0;12;freier Träger der Wohlfahrtspflege;
2;Ev. Gemeinde Neue Vahr;335;512;Krippe der Ev. Gemeinde Neue Vahr (Christus-Gemeinde);Adam-Stegerwald-Straße 42;46021718;18;0;0;kirchlicher Träger;
4;Arbeiterwohlfahrt;434;550;Kita Anna-Stiegler-Haus;Waller Str. 6;790251;16;0;0;freier Träger der Wohlfahrtspflege;
4;Arbeiterwohlfahrt;374;551;Kita Weserpark;Hans-Bredow-Str. 9;790245;16;0;0;freier Träger der Wohlfahrtspflege;
5;Deutsches Rotes Kreuz Bremen;372;554;Kita DRK OST (Arche 2);Ellener Dorfstr. 5;2474479;10;20;0;freier Träger der Wohlfahrtspflege;
98;Drachenkinder e.V.;322;798;Drachenkinder;Lloydstr. 4-6;6844991;8;14;0;Elternverein;bilingualer Kindergarten
19;Technologiepark e. V.;211;900;Beluga-Krippe;Teerhof 59;696269;20;0;0;freier Träger der Wohlfahrtspflege;Krippe für MitarbeiterInnen mehrerer Firmen
98;Familienbündnis e.V.;515;901;"Kindergarten ""Fliegenpilz""";Billungstraße 31-33;2434153;5;10;0;Elternverein;
98;Elternverein Hafenkinder e.V.;437;950;Kindergruppe Hafenkinder;Tilsiter Str. 1;69667665;10;0;0;Elternverein;
98;Kindergruppe Kauderwelchs e.V.;312;951;Kindergruppe Kauderwelsch;Mathildenstraße 89;68565218;8;0;0;Elternverein;
98;Scola nova e.V.;325;961;Kindergarten girotondo;Dölvestraße 8;0172-4402503;10;40;0;Elternverein;
98;"Kita ""Die Lütten e.V.""";111;968;"Kita ""Die Lütten e.V.""";Dechanatstr. 13-15;;10;0;0;Elternverein;
